episode,reward,avg_queue,epsilon,loss
0,-493.67502,4.2135,0.00998645168764533,
1,-343.61246,3.6925,0.00998645168764533,
2,-375.54996,3.7805,0.00998645168764533,
3,-348.20013,3.771,0.00998645168764533,
4,-416.96243,3.9015,0.00998645168764533,
5,-308.88727,3.2795,0.00998645168764533,
6,-292.32462,3.39,0.00998645168764533,
7,-383.7254,3.3565,0.00998645168764533,
8,-348.28726,3.72,0.00998645168764533,
9,-262.8869,2.9765,0.00998645168764533,
10,-299.79947,3.033,0.00998645168764533,
11,-264.02484,2.9405,0.00998645168764533,
12,-361.94998,3.661,0.00998645168764533,
13,-303.8995,3.2325,0.00998645168764533,
14,-332.4,3.188,0.00998645168764533,
15,-228.06274,2.7695,0.00998645168764533,
16,-295.21246,3.0575,0.00998645168764533,
17,-348.34946,3.2515,0.00998645168764533,
18,-321.51245,3.2775,0.00998645168764533,
19,-254.32494,3.0055,0.00998645168764533,
20,-244.67479,2.6865,0.00998645168764533,
21,-300.73715,3.162,0.00998645168764533,
22,-251.72481,3.033,0.00998645168764533,
23,-226.68732,2.848,0.00998645168764533,
24,-310.57455,2.9835,0.00998645168764533,
25,-263.11252,2.869,0.00998645168764533,
26,-273.48718,2.989,0.00998645168764533,
27,-289.24994,3.1515,0.00998645168764533,
28,-330.0124,3.251,0.00998645168764533,
29,-266.78714,2.961,0.00998645168764533,
30,-306.62473,3.386,0.00998645168764533,
31,-367.38702,3.3355,0.00998645168764533,
32,-241.66235,2.947,0.00998645168764533,
33,-280.53723,3.2265,0.00998645168764533,
34,-317.06223,2.9185,0.00998645168764533,
35,-296.46225,3.309,0.00998645168764533,
36,-239.2872,2.719,0.00998645168764533,
37,-325.34995,3.4385,0.00998645168764533,
38,-240.82489,2.8435,0.00998645168764533,
39,-299.72485,3.1935,0.00998645168764533,
40,-252.49971,2.9345,0.00998645168764533,
41,-279.06244,3.251,0.00998645168764533,
42,-244.22488,2.817,0.00998645168764533,
43,-288.37494,2.8375,0.00998645168764533,
44,-275.9123,2.7935,0.00998645168764533,
45,-225.69968,2.8855,0.00998645168764533,
46,-294.91238,2.818,0.00998645168764533,
47,-233.33727,2.7155,0.00998645168764533,
48,-306.93735,3.152,0.00998645168764533,
49,-244.9875,2.75,0.00998645168764533,
50,-249.29996,2.904,0.00998645168764533,
51,-293.49976,3.1765,0.00998645168764533,
52,-237.61237,2.896,0.00998645168764533,
53,-301.4869,3.098,0.00998645168764533,
54,-251.31229,3.034,0.00998645168764533,
55,-272.92462,2.8655,0.00998645168764533,
56,-229.16248,2.7015,0.00998645168764533,
57,-263.24973,2.8565,0.00998645168764533,
58,-237.92471,2.71,0.00998645168764533,
59,-297.8872,2.875,0.00998645168764533,
