episode,reward,avg_queue,epsilon,loss
0,-2053.075,12.2015,0.00998645168764533,
1,-1432.0371,11.1225,0.00998645168764533,
2,-5793.216,17.2395,0.00998645168764533,
3,-1715.8129,10.6675,0.00998645168764533,
4,-2317.0598,13.4305,0.00998645168764533,
5,-1316.3615,10.8015,0.00998645168764533,
6,-1904.7008,10.9405,0.00998645168764533,
7,-1447.875,10.268,0.00998645168764533,
8,-5850.677,15.024,0.00998645168764533,
9,-1110.7502,9.346,0.00998645168764533,
10,-4452.947,15.271,0.00998645168764533,
11,-1235.0873,8.711,0.00998645168764533,
12,-1122.5253,8.9745,0.00998645168764533,
13,-2626.3618,12.3435,0.00998645168764533,
14,-1682.6244,10.9245,0.00998645168764533,
15,-1639.95,10.4375,0.00998645168764533,
16,-2202.8982,10.4875,0.00998645168764533,
17,-1386.6996,10.3735,0.00998645168764533,
18,-1710.8737,10.5935,0.00998645168764533,
19,-1032.8618,7.995,0.00998645168764533,
20,-2242.087,11.399,0.00998645168764533,
21,-1419.5614,10.0405,0.00998645168764533,
22,-1131.5745,9.3325,0.00998645168764533,
23,-797.8127,8.076,0.00998645168764533,
24,-1457.5999,8.8255,0.00998645168764533,
25,-2797.4114,11.3245,0.00998645168764533,
26,-942.0996,8.606,0.00998645168764533,
27,-690.71356,7.951,0.00998645168764533,
28,-1564.7004,10.2985,0.00998645168764533,
29,-1881.4,11.41,0.00998645168764533,
30,-833.8874,8.1305,0.00998645168764533,
31,-620.7374,7.163,0.00998645168764533,
32,-2755.7751,9.95,0.00998645168764533,
33,-1011.3262,8.444,0.00998645168764533,
34,-2016.1362,10.1065,0.00998645168764533,
35,-1786.0879,10.1095,0.00998645168764533,
36,-1284.5876,9.009,0.00998645168764533,
37,-1062.6001,8.9485,0.00998645168764533,
38,-530.3251,6.786,0.00998645168764533,
39,-1009.7874,8.5075,0.00998645168764533,
40,-811.6632,7.439,0.00998645168764533,
41,-851.4745,8.044,0.00998645168764533,
42,-1251.6252,9.251,0.00998645168764533,
43,-1684.5242,11.312,0.00998645168764533,
44,-900.01324,7.9485,0.00998645168764533,
45,-845.3008,7.932,0.00998645168764533,
46,-1003.73785,8.29,0.00998645168764533,
47,-1070.9874,8.1955,0.00998645168764533,
48,-1090.6383,8.4835,0.00998645168764533,
49,-594.71155,6.75,0.00998645168764533,
50,-1460.387,9.0445,0.00998645168764533,
51,-1516.4382,9.471,0.00998645168764533,
52,-506.42496,6.4905,0.00998645168764533,
53,-835.6,8.085,0.00998645168764533,
54,-1764.775,9.858,0.00998645168764533,
55,-3994.1335,13.014,0.00998645168764533,
56,-1838.9012,10.678,0.00998645168764533,
57,-786.45074,7.5945,0.00998645168764533,
58,-714.42474,7.139,0.00998645168764533,
59,-1397.2747,9.5335,0.00998645168764533,
60,-778.04987,7.1575,0.00998645168764533,
61,-1238.6635,8.6345,0.00998645168764533,
62,-888.0506,7.9255,0.00998645168764533,
63,-909.5248,8.3285,0.00998645168764533,
64,-866.2743,7.6825,0.00998645168764533,
65,-898.6997,7.8675,0.00998645168764533,
66,-1065.3254,7.6595,0.00998645168764533,
67,-671.4508,7.452,0.00998645168764533,
68,-1295.4368,8.8895,0.00998645168764533,
69,-606.1127,6.6825,0.00998645168764533,
70,-904.9501,7.906,0.00998645168764533,
71,-914.1004,7.8065,0.00998645168764533,
72,-1198.9385,8.7435,0.00998645168764533,
73,-795.5749,7.8205,0.00998645168764533,
74,-518.38745,6.6845,0.00998645168764533,
75,-325.3876,5.27,0.00998645168764533,
76,-1338.1621,8.5245,0.00998645168764533,
77,-831.5009,7.416,0.00998645168764533,
78,-492.11227,6.5395,0.00998645168764533,
79,-787.8752,7.394,0.00998645168764533,
80,-1269.6123,9.1165,0.00998645168764533,
81,-734.113,7.613,0.00998645168764533,
82,-489.52466,6.397,0.00998645168764533,
83,-435.17523,5.906,0.00998645168764533,
84,-1095.9126,8.5105,0.00998645168764533,
85,-1259.4126,7.995,0.00998645168764533,
86,-921.1124,8.057,0.00998645168764533,
87,-614.4374,7.2755,0.00998645168764533,
88,-1524.0005,9.3445,0.00998645168764533,
89,-615.7876,6.9855,0.00998645168764533,
90,-4539.0425,14.883,0.00998645168764533,
91,-691.4379,7.114,0.00998645168764533,
92,-768.8877,7.2415,0.00998645168764533,
93,-1341.7883,8.971,0.00998645168764533,
94,-816.1004,7.8745,0.00998645168764533,
95,-1020.6499,8.0765,0.00998645168764533,
96,-1092.038,8.4745,0.00998645168764533,
97,-1118.4009,7.9995,0.00998645168764533,
98,-816.75024,7.491,0.00998645168764533,
99,-798.85004,7.1725,0.00998645168764533,
100,-3477.9133,11.641,0.00998645168764533,
101,-3188.3853,11.2225,0.00998645168764533,
102,-1015.1999,7.7535,0.00998645168764533,
103,-1073.038,8.7475,0.00998645168764533,
104,-746.3375,7.5645,0.00998645168764533,
105,-645.7373,7.322,0.00998645168764533,
106,-686.77527,7.704,0.00998645168764533,
107,-572.3372,6.486,0.00998645168764533,
108,-638.225,6.7545,0.00998645168764533,
109,-843.6004,7.24,0.00998645168764533,
110,-4666.4995,12.387,0.00998645168764533,
111,-776.6878,7.1495,0.00998645168764533,
112,-379.50015,5.7495,0.00998645168764533,
113,-665.13745,6.6925,0.00998645168764533,
114,-639.13763,6.3665,0.00998645168764533,
115,-370.16245,5.9085,0.00998645168764533,
116,-448.46274,5.771,0.00998645168764533,
117,-634.9877,6.8215,0.00998645168764533,
118,-1362.7627,9.406,0.00998645168764533,
119,-843.57495,7.589,0.00998645168764533,
120,-626.45056,6.7155,0.00998645168764533,
121,-983.06256,8.0945,0.00998645168764533,
122,-663.9754,7.103,0.00998645168764533,
123,-400.79993,6.1135,0.00998645168764533,
124,-678.5495,7.138,0.00998645168764533,
125,-745.66266,7.1505,0.00998645168764533,
126,-688.2377,6.3565,0.00998645168764533,
127,-980.712,7.796,0.00998645168764533,
128,-884.47546,7.1835,0.00998645168764533,
129,-1185.312,8.3425,0.00998645168764533,
130,-657.5876,7.069,0.00998645168764533,
131,-573.52496,6.8395,0.00998645168764533,
132,-1234.85,9.489,0.00998645168764533,
133,-616.3499,7.056,0.00998645168764533,
134,-616.03796,6.7475,0.00998645168764533,
135,-652.8249,6.764,0.00998645168764533,
136,-408.1874,5.8205,0.00998645168764533,
137,-744.08826,7.131,0.00998645168764533,
138,-473.1872,6.423,0.00998645168764533,
139,-1491.513,7.7115,0.00998645168764533,
140,-637.4625,6.975,0.00998645168764533,
141,-775.1373,7.0685,0.00998645168764533,
142,-432.5371,5.757,0.00998645168764533,
143,-667.5502,6.188,0.00998645168764533,
144,-1052.2875,7.9785,0.00998645168764533,
145,-617.18744,6.0585,0.00998645168764533,
146,-1008.18695,8.6235,0.00998645168764533,
147,-1355.3369,8.471,0.00998645168764533,
148,-642.8003,7.0375,0.00998645168764533,
149,-601.94977,6.8535,0.00998645168764533,
150,-566.3376,6.407,0.00998645168764533,
151,-1685.5879,9.9875,0.00998645168764533,
152,-800.27515,7.393,0.00998645168764533,
153,-363.5499,5.6085,0.00998645168764533,
154,-368.72516,5.489,0.00998645168764533,
155,-956.5123,8.132,0.00998645168764533,
156,-456.34998,5.8655,0.00998645168764533,
157,-700.88715,7.288,0.00998645168764533,
158,-712.7879,6.6945,0.00998645168764533,
159,-705.61206,6.9185,0.00998645168764533,
160,-1197.4993,8.2515,0.00998645168764533,
161,-506.00024,6.0745,0.00998645168764533,
162,-473.58768,6.0635,0.00998645168764533,
163,-522.19995,6.5865,0.00998645168764533,
164,-638.03735,7.2085,0.00998645168764533,
165,-593.81274,6.5595,0.00998645168764533,
166,-1127.7134,8.4905,0.00998645168764533,
167,-1126.9879,8.5885,0.00998645168764533,
168,-375.7499,5.5215,0.00998645168764533,
169,-697.0375,6.689,0.00998645168764533,
170,-1049.5625,8.7275,0.00998645168764533,
171,-641.0376,6.692,0.00998645168764533,
172,-517.11237,6.0655,0.00998645168764533,
173,-817.62494,7.5255,0.00998645168764533,
174,-608.02545,6.881,0.00998645168764533,
175,-1282.4249,8.451,0.00998645168764533,
176,-748.638,6.7825,0.00998645168764533,
177,-1253.8258,7.84,0.00998645168764533,
178,-2405.1099,9.093,0.00998645168764533,
179,-461.26227,6.3165,0.00998645168764533,
180,-604.21246,6.364,0.00998645168764533,
181,-699.25006,7.003,0.00998645168764533,
182,-872.8015,7.61,0.00998645168764533,
183,-741.1501,7.0705,0.00998645168764533,
184,-689.67505,6.888,0.00998645168764533,
185,-1115.9114,8.038,0.00998645168764533,
186,-547.25006,6.5595,0.00998645168764533,
187,-680.3001,6.896,0.00998645168764533,
188,-698.5748,6.957,0.00998645168764533,
189,-442.22485,5.9005,0.00998645168764533,
190,-641.3874,6.8235,0.00998645168764533,
191,-899.1746,7.707,0.00998645168764533,
192,-1223.1887,8.0425,0.00998645168764533,
193,-640.3621,6.3905,0.00998645168764533,
194,-741.1873,7.323,0.00998645168764533,
195,-1471.125,8.5175,0.00998645168764533,
196,-532.2624,6.4755,0.00998645168764533,
197,-437.42523,5.6555,0.00998645168764533,
198,-421.73737,6.346,0.00998645168764533,
199,-933.97485,7.863,0.00998645168764533,
200,-940.6125,7.4775,0.00998645168764533,
201,-996.0755,8.0955,0.00998645168764533,
202,-461.72504,6.2435,0.00998645168764533,
203,-505.41266,6.5975,0.00998645168764533,
204,-892.5748,7.7175,0.00998645168764533,
205,-1036.5883,7.6775,0.00998645168764533,
206,-444.5003,6.288,0.00998645168764533,
207,-568.6873,6.5075,0.00998645168764533,
208,-952.1506,7.6185,0.00998645168764533,
209,-349.36237,5.5805,0.00998645168764533,
210,-586.41296,6.5715,0.00998645168764533,
