episode,reward,avg_queue,epsilon,loss
0,-449.7869,4.065,0.00998645168764533,
1,-313.7496,3.418,0.00998645168764533,
2,-324.93756,3.5315,0.00998645168764533,
3,-348.9745,3.6235,0.00998645168764533,
4,-341.4247,3.3825,0.00998645168764533,
5,-394.58716,3.518,0.00998645168764533,
6,-327.0497,3.513,0.00998645168764533,
7,-291.01242,3.013,0.00998645168764533,
8,-249.1996,3.0045,0.00998645168764533,
9,-321.18738,3.4985,0.00998645168764533,
10,-258.44955,2.9025,0.00998645168764533,
11,-326.68726,3.35,0.00998645168764533,
12,-405.28726,3.7425,0.00998645168764533,
13,-344.0125,3.645,0.00998645168764533,
14,-392.99982,3.4955,0.00998645168764533,
15,-325.08716,3.322,0.00998645168764533,
16,-280.47482,3.0705,0.00998645168764533,
17,-265.5873,2.99,0.00998645168764533,
18,-232.81236,2.8145,0.00998645168764533,
19,-278.1624,3.233,0.00998645168764533,
20,-313.84985,3.196,0.00998645168764533,
21,-304.04984,3.019,0.00998645168764533,
22,-267.2375,2.897,0.00998645168764533,
23,-270.26227,2.938,0.00998645168764533,
24,-253.15004,3.043,0.00998645168764533,
25,-253.64966,2.6845,0.00998645168764533,
26,-429.97537,3.405,0.00998645168764533,
27,-296.1996,2.946,0.00998645168764533,
28,-274.58716,3.0185,0.00998645168764533,
29,-317.72455,3.0815,0.00998645168764533,
30,-282.9872,3.1745,0.00998645168764533,
31,-235.2496,2.6975,0.00998645168764533,
32,-353.96225,3.2535,0.00998645168764533,
33,-295.88736,3.0855,0.00998645168764533,
34,-264.53714,2.965,0.00998645168764533,
35,-297.4999,3.1435,0.00998645168764533,
36,-251.5618,2.6685,0.00998645168764533,
37,-265.28745,2.927,0.00998645168764533,
38,-204.46208,2.539,0.00998645168764533,
39,-318.74963,3.168,0.00998645168764533,
40,-252.42479,2.917,0.00998645168764533,
41,-302.26227,3.143,0.00998645168764533,
42,-234.61224,2.69,0.00998645168764533,
43,-278.32492,3.1485,0.00998645168764533,
44,-337.1751,3.358,0.00998645168764533,
45,-293.78745,3.1745,0.00998645168764533,
46,-319.14984,3.333,0.00998645168764533,
47,-290.8376,2.95,0.00998645168764533,
48,-274.22473,3.0265,0.00998645168764533,
49,-257.21182,2.8265,0.00998645168764533,
50,-269.89966,3.16,0.00998645168764533,
51,-305.88742,3.1745,0.00998645168764533,
52,-212.22495,2.4925,0.00998645168764533,
53,-242.83734,2.9385,0.00998645168764533,
54,-311.22504,3.154,0.00998645168764533,
55,-277.74997,2.9365,0.00998645168764533,
56,-196.5749,2.6635,0.00998645168764533,
57,-237.72473,3.03,0.00998645168764533,
58,-219.2371,2.661,0.00998645168764533,
59,-244.91212,2.862,0.00998645168764533,
60,-307.02472,3.1005,0.00998645168764533,
61,-214.60004,2.6075,0.00998645168764533,
62,-306.06213,3.084,0.00998645168764533,
63,-333.08734,3.196,0.00998645168764533,
64,-279.44965,3.118,0.00998645168764533,
65,-317.41226,3.165,0.00998645168764533,
66,-228.68727,2.5525,0.00998645168764533,
67,-266.43726,2.884,0.00998645168764533,
68,-275.71222,2.976,0.00998645168764533,
69,-248.64966,3.1095,0.00998645168764533,
70,-280.96213,3.0855,0.00998645168764533,
71,-274.8001,2.7865,0.00998645168764533,
72,-227.57478,2.8515,0.00998645168764533,
73,-299.4872,3.135,0.00998645168764533,
74,-286.5873,2.902,0.00998645168764533,
75,-280.01227,3.051,0.00998645168764533,
76,-271.43735,2.769,0.00998645168764533,
77,-224.74988,2.782,0.00998645168764533,
78,-245.43752,2.9145,0.00998645168764533,
79,-218.79968,2.648,0.00998645168764533,
80,-221.02477,2.717,0.00998645168764533,
81,-258.14963,2.6355,0.00998645168764533,
82,-312.1374,3.3795,0.00998645168764533,
83,-216.92458,2.737,0.00998645168764533,
