episode,reward,avg_queue,epsilon,loss
0,-525.3502,4.138,0.00998645168764533,
1,-352.86206,3.57,0.00998645168764533,
2,-300.16235,3.307,0.00998645168764533,
3,-370.525,3.5685,0.00998645168764533,
4,-505.4876,4.258,0.00998645168764533,
5,-298.9872,3.1435,0.00998645168764533,
6,-318.0875,3.2715,0.00998645168764533,
7,-393.4123,3.663,0.00998645168764533,
8,-288.28702,3.339,0.00998645168764533,
9,-250.74998,3.1225,0.00998645168764533,
10,-306.6124,3.2405,0.00998645168764533,
11,-343.77454,3.2885,0.00998645168764533,
12,-268.87466,3.179,0.00998645168764533,
13,-263.64993,3.149,0.00998645168764533,
14,-309.54965,3.193,0.00998645168764533,
15,-257.46213,2.9865,0.00998645168764533,
16,-259.28723,3.042,0.00998645168764533,
17,-300.6623,3.2365,0.00998645168764533,
18,-283.06213,3.039,0.00998645168764533,
19,-285.48718,2.9355,0.00998645168764533,
20,-268.02505,3.0715,0.00998645168764533,
21,-274.67484,3.1005,0.00998645168764533,
22,-302.19977,3.227,0.00998645168764533,
23,-314.77493,3.316,0.00998645168764533,
24,-280.99988,3.1355,0.00998645168764533,
25,-302.78766,3.215,0.00998645168764533,
26,-422.8123,3.166,0.00998645168764533,
27,-328.46225,3.197,0.00998645168764533,
28,-232.97476,2.8125,0.00998645168764533,
29,-278.74966,2.993,0.00998645168764533,
30,-311.22482,3.049,0.00998645168764533,
31,-297.7372,2.9315,0.00998645168764533,
32,-336.92493,3.4025,0.00998645168764533,
33,-316.03754,3.2455,0.00998645168764533,
34,-332.92474,3.242,0.00998645168764533,
35,-284.02463,2.8675,0.00998645168764533,
36,-255.31227,2.918,0.00998645168764533,
37,-341.3748,3.169,0.00998645168764533,
38,-270.79993,2.8925,0.00998645168764533,
39,-265.01205,2.996,0.00998645168764533,
40,-286.3497,2.947,0.00998645168764533,
41,-276.61206,2.8445,0.00998645168764533,
42,-246.33713,2.706,0.00998645168764533,
43,-272.6497,3.049,0.00998645168764533,
44,-265.9998,3.106,0.00998645168764533,
45,-277.02444,2.978,0.00998645168764533,
46,-267.92484,2.927,0.00998645168764533,
47,-292.68707,3.0645,0.00998645168764533,
48,-346.6872,3.3585,0.00998645168764533,
49,-248.42487,2.907,0.00998645168764533,
50,-284.72476,2.8855,0.00998645168764533,
51,-238.12491,2.6875,0.00998645168764533,
52,-283.6497,3.0175,0.00998645168764533,
53,-293.31223,3.3085,0.00998645168764533,
54,-253.37483,3.1415,0.00998645168764533,
55,-273.2373,2.9575,0.00998645168764533,
56,-286.5621,2.9885,0.00998645168764533,
57,-253.53714,2.9765,0.00998645168764533,
58,-255.9998,2.9935,0.00998645168764533,
59,-241.64977,2.7335,0.00998645168764533,
60,-237.1998,2.547,0.00998645168764533,
61,-309.9997,3.0885,0.00998645168764533,
62,-283.76245,3.04,0.00998645168764533,
63,-286.5249,3.248,0.00998645168764533,
64,-259.94974,3.381,0.00998645168764533,
65,-294.72464,3.187,0.00998645168764533,
66,-358.4873,3.0735,0.00998645168764533,
67,-276.887,2.8115,0.00998645168764533,
68,-268.0498,2.9165,0.00998645168764533,
69,-334.0623,3.14,0.00998645168764533,
70,-259.4499,2.7765,0.00998645168764533,
71,-240.76244,2.8535,0.00998645168764533,
72,-243.24968,2.741,0.00998645168764533,
73,-280.31232,2.9155,0.00998645168764533,
74,-272.9125,2.9135,0.00998645168764533,
75,-228.67468,2.715,0.00998645168764533,
76,-184.5998,2.5075,0.00998645168764533,
77,-226.54979,2.572,0.00998645168764533,
78,-293.21194,2.9,0.00998645168764533,
79,-278.64987,3.0475,0.00998645168764533,
80,-272.19952,2.8895,0.00998645168764533,
81,-319.3498,3.0755,0.00998645168764533,
82,-258.3123,2.8835,0.00998645168764533,
83,-289.08734,3.064,0.00998645168764533,
84,-301.54977,3.0185,0.00998645168764533,
85,-282.5498,3.189,0.00998645168764533,
86,-287.08716,2.7725,0.00998645168764533,
87,-237.1245,2.6585,0.00998645168764533,
88,-209.57455,2.7535,0.00998645168764533,
89,-317.53754,3.2185,0.00998645168764533,
90,-273.36224,2.9805,0.00998645168764533,
91,-321.31204,3.0125,0.00998645168764533,
92,-243.0497,2.8275,0.00998645168764533,
93,-235.78731,2.657,0.00998645168764533,
94,-312.4367,2.7355,0.00998645168764533,
95,-247.78716,2.781,0.00998645168764533,
96,-207.13722,2.5435,0.00998645168764533,
97,-210.63734,2.5575,0.00998645168764533,
98,-237.22476,2.6685,0.00998645168764533,
99,-273.52435,2.9615,0.00998645168764533,
100,-258.16232,2.9445,0.00998645168764533,
101,-275.6621,2.913,0.00998645168764533,
102,-246.24936,2.6325,0.00998645168764533,
103,-291.46185,2.715,0.00998645168764533,
104,-243.39983,2.7905,0.00998645168764533,
105,-232.32475,2.757,0.00998645168764533,
106,-252.38718,2.799,0.00998645168764533,
107,-282.06226,3.0535,0.00998645168764533,
108,-305.08716,3.144,0.00998645168764533,
109,-261.17432,2.6125,0.00998645168764533,
110,-291.76224,2.8515,0.00998645168764533,
111,-282.1622,2.938,0.00998645168764533,
112,-296.1746,3.1345,0.00998645168764533,
113,-248.84958,3.0095,0.00998645168764533,
114,-244.81224,2.9895,0.00998645168764533,
115,-288.9493,3.073,0.00998645168764533,
116,-222.73697,2.7555,0.00998645168764533,
117,-221.54985,2.78,0.00998645168764533,
118,-253.26239,2.8885,0.00998645168764533,
119,-196.31207,2.6835,0.00998645168764533,
120,-253.62492,3.2185,0.00998645168764533,
121,-214.45001,2.7045,0.00998645168764533,
122,-322.9247,3.303,0.00998645168764533,
123,-237.59985,2.8155,0.00998645168764533,
124,-275.82477,2.9605,0.00998645168764533,
125,-272.1619,3.113,0.00998645168764533,
126,-259.34995,2.982,0.00998645168764533,
127,-290.97476,3.0935,0.00998645168764533,
128,-259.77454,2.9645,0.00998645168764533,
129,-245.72426,2.776,0.00998645168764533,
130,-247.73708,2.9205,0.00998645168764533,
131,-257.49973,2.8645,0.00998645168764533,
132,-308.2748,3.2205,0.00998645168764533,
133,-230.48737,2.766,0.00998645168764533,
134,-222.0246,2.592,0.00998645168764533,
135,-259.9495,2.6005,0.00998645168764533,
136,-211.35008,2.631,0.00998645168764533,
137,-307.38742,3.257,0.00998645168764533,
138,-297.52478,3.174,0.00998645168764533,
139,-265.14957,3.0995,0.00998645168764533,
140,-315.1998,3.1375,0.00998645168764533,
141,-274.6623,2.9105,0.00998645168764533,
142,-256.04977,3.038,0.00998645168764533,
143,-273.34967,2.901,0.00998645168764533,
144,-255.63719,2.78,0.00998645168764533,
145,-214.0998,2.6185,0.00998645168764533,
146,-258.14972,2.83,0.00998645168764533,
147,-248.3124,2.746,0.00998645168764533,
148,-280.09946,2.79,0.00998645168764533,
149,-232.47469,2.5555,0.00998645168764533,
150,-272.57492,2.9215,0.00998645168764533,
151,-286.01227,2.97,0.00998645168764533,
152,-250.71208,2.793,0.00998645168764533,
153,-263.86224,2.9985,0.00998645168764533,
154,-259.43698,2.8255,0.00998645168764533,
155,-243.6868,2.7415,0.00998645168764533,
156,-260.68738,2.696,0.00998645168764533,
157,-286.1748,3.216,0.00998645168764533,
158,-245.2997,2.704,0.00998645168764533,
159,-245.74966,2.5895,0.00998645168764533,
160,-267.49976,2.771,0.00998645168764533,
161,-255.51208,2.7935,0.00998645168764533,
162,-223.61229,2.6185,0.00998645168764533,
163,-215.64998,2.6815,0.00998645168764533,
164,-267.34946,2.748,0.00998645168764533,
165,-301.0622,3.2175,0.00998645168764533,
166,-295.63733,2.992,0.00998645168764533,
167,-271.24988,2.822,0.00998645168764533,
168,-223.94984,2.7085,0.00998645168764533,
169,-228.22487,2.7605,0.00998645168764533,
170,-271.49982,2.769,0.00998645168764533,
171,-276.79962,2.9305,0.00998645168764533,
172,-200.71227,2.508,0.00998645168764533,
