episode,reward,avg_queue,epsilon,loss
0,-760.30115,4.117,0.00998645168764533,
1,-212.0872,1.9995,0.00998645168764533,
2,-226.02461,1.9765,0.00998645168764533,
3,-176.12465,2.0825,0.00998645168764533,
4,-130.78749,2.078,0.00998645168764533,
5,-144.8874,2.4375,0.00998645168764533,
6,-137.09998,2.463,0.00998645168764533,
7,-119.16251,2.349,0.00998645168764533,
8,-137.73752,2.5715,0.00998645168764533,
9,-119.88757,2.4425,0.00998645168764533,
10,-117.550026,2.497,0.00998645168764533,
11,-140.91248,2.423,0.00998645168764533,
12,-110.13758,2.296,0.00998645168764533,
13,-137.47502,2.382,0.00998645168764533,
14,-140.26236,2.4925,0.00998645168764533,
15,-110.2126,2.437,0.00998645168764533,
16,-131.15001,2.413,0.00998645168764533,
17,-129.34987,2.372,0.00998645168764533,
18,-109.46259,2.2515,0.00998645168764533,
19,-109.53759,2.2445,0.00998645168764533,
20,-142.41252,2.3785,0.00998645168764533,
21,-105.61248,2.2855,0.00998645168764533,
22,-104.46256,2.25,0.00998645168764533,
23,-76.3876,2.246,0.00998645168764533,
24,-107.550064,2.2525,0.00998645168764533,
25,-129.29993,2.4375,0.00998645168764533,
26,-115.012596,2.2515,0.00998645168764533,
27,-125.237465,2.3965,0.00998645168764533,
28,-140.62491,2.489,0.00998645168764533,
29,-116.40006,2.264,0.00998645168764533,
30,-100.73748,2.396,0.00998645168764533,
31,-138.44989,2.3465,0.00998645168764533,
32,-111.01248,2.352,0.00998645168764533,
33,-123.07508,2.3115,0.00998645168764533,
34,-105.3375,2.4355,0.00998645168764533,
35,-140.92488,2.334,0.00998645168764533,
36,-103.68755,2.3095,0.00998645168764533,
37,-125.88751,2.309,0.00998645168764533,
38,-90.81254,2.3185,0.00998645168764533,
39,-89.28759,2.2975,0.00998645168764533,
40,-109.250084,2.2515,0.00998645168764533,
41,-113.787506,2.3405,0.00998645168764533,
42,-121.01244,2.453,0.00998645168764533,
43,-82.76251,2.35,0.00998645168764533,
44,-119.31252,2.3675,0.00998645168764533,
45,-112.96262,2.391,0.00998645168764533,
46,-120.1625,2.4335,0.00998645168764533,
47,-136.66261,2.425,0.00998645168764533,
48,-88.53766,2.346,0.00998645168764533,
49,-88.28758,2.258,0.00998645168764533,
50,-104.03753,2.1615,0.00998645168764533,
51,-142.17485,2.4475,0.00998645168764533,
52,-98.3627,2.416,0.00998645168764533,
53,-101.28756,2.4525,0.00998645168764533,
54,-73.4752,2.25,0.00998645168764533,
55,-94.74999,2.2995,0.00998645168764533,
56,-116.68744,2.5135,0.00998645168764533,
57,-114.375015,2.2315,0.00998645168764533,
58,-99.2875,2.316,0.00998645168764533,
59,-101.587585,2.3075,0.00998645168764533,
60,-90.587524,2.342,0.00998645168764533,
61,-115.975006,2.236,0.00998645168764533,
62,-74.387566,2.194,0.00998645168764533,
63,-75.82513,2.285,0.00998645168764533,
64,-74.225044,2.251,0.00998645168764533,
65,-82.06255,2.354,0.00998645168764533,
66,-71.78759,2.258,0.00998645168764533,
67,-110.26253,2.411,0.00998645168764533,
68,-103.8626,2.314,0.00998645168764533,
69,-77.25014,2.1705,0.00998645168764533,
70,-149.16255,2.388,0.00998645168764533,
71,-98.87505,2.248,0.00998645168764533,
72,-133.07506,2.3715,0.00998645168764533,
73,-87.700005,2.2525,0.00998645168764533,
74,-108.28754,2.3315,0.00998645168764533,
75,-75.57501,2.338,0.00998645168764533,
76,-101.550026,2.27,0.00998645168764533,
77,-119.86252,2.437,0.00998645168764533,
78,-87.54997,2.3585,0.00998645168764533,
79,-90.01248,2.306,0.00998645168764533,
80,-95.4001,2.1615,0.00998645168764533,
81,-105.61254,2.217,0.00998645168764533,
82,-107.67517,2.317,0.00998645168764533,
83,-94.42509,2.302,0.00998645168764533,
84,-125.07491,2.5805,0.00998645168764533,
85,-82.25008,2.232,0.00998645168764533,
86,-65.76253,2.23,0.00998645168764533,
87,-85.600075,2.314,0.00998645168764533,
88,-105.475044,2.4575,0.00998645168764533,
89,-114.75,2.345,0.00998645168764533,
90,-116.51249,2.4315,0.00998645168764533,
91,-102.40003,2.302,0.00998645168764533,
92,-133.64992,2.4815,0.00998645168764533,
93,-105.362526,2.4205,0.00998645168764533,
94,-101.22502,2.2475,0.00998645168764533,
95,-89.72504,2.3715,0.00998645168764533,
96,-101.15,2.3895,0.00998645168764533,
97,-84.92508,2.224,0.00998645168764533,
98,-107.62501,2.3665,0.00998645168764533,
99,-130.2873,2.384,0.00998645168764533,
100,-107.187485,2.4325,0.00998645168764533,
101,-110.02502,2.332,0.00998645168764533,
102,-103.06256,2.3095,0.00998645168764533,
103,-110.23756,2.2815,0.00998645168764533,
104,-86.437454,2.2515,0.00998645168764533,
105,-107.012474,2.4,0.00998645168764533,
106,-116.69992,2.404,0.00998645168764533,
107,-112.98761,2.388,0.00998645168764533,
108,-122.250046,2.2,0.00998645168764533,
109,-84.27506,2.417,0.00998645168764533,
110,-97.64994,2.3725,0.00998645168764533,
111,-119.462456,2.5135,0.00998645168764533,
112,-60.750042,2.4,0.00998645168764533,
113,-89.03754,2.3495,0.00998645168764533,
114,-85.237465,2.279,0.00998645168764533,
115,-93.01255,2.332,0.00998645168764533,
116,-85.87506,2.244,0.00998645168764533,
117,-93.274994,2.3665,0.00998645168764533,
118,-111.5375,2.3965,0.00998645168764533,
119,-100.61252,2.3415,0.00998645168764533,
120,-100.00006,2.359,0.00998645168764533,
121,-101.67502,2.3415,0.00998645168764533,
122,-102.66246,2.4525,0.00998645168764533,
123,-84.0001,2.276,0.00998645168764533,
124,-105.587524,2.3845,0.00998645168764533,
125,-97.39995,2.3795,0.00998645168764533,
126,-93.63757,2.2785,0.00998645168764533,
127,-135.11237,2.5345,0.00998645168764533,
128,-105.93746,2.4905,0.00998645168764533,
129,-105.2251,2.2515,0.00998645168764533,
130,-94.41253,2.5095,0.00998645168764533,
131,-83.437584,2.32,0.00998645168764533,
132,-105.925026,2.265,0.00998645168764533,
133,-98.72494,2.384,0.00998645168764533,
134,-125.775085,2.48,0.00998645168764533,
135,-107.27495,2.372,0.00998645168764533,
136,-88.925064,2.3745,0.00998645168764533,
137,-119.23751,2.4095,0.00998645168764533,
138,-127.2374,2.5175,0.00998645168764533,
139,-80.96248,2.234,0.00998645168764533,
140,-88.22491,2.4485,0.00998645168764533,
141,-113.43753,2.481,0.00998645168764533,
142,-102.987495,2.351,0.00998645168764533,
143,-98.67503,2.476,0.00998645168764533,
144,-64.55017,2.136,0.00998645168764533,
145,-90.90005,2.377,0.00998645168764533,
146,-85.83749,2.264,0.00998645168764533,
147,-92.50013,2.264,0.00998645168764533,
148,-86.47508,2.236,0.00998645168764533,
149,-94.36249,2.3485,0.00998645168764533,
